seqID,marker,cluster_id,cluster_probability,predicted_otu,classification_type,identity,pred_domain,pred_kingdom,pred_phylum,pred_class,pred_order,pred_family,pred_genus,pred_species,taxID,species_name,full_taxonomy,gt_domain,gt_kingdom,gt_phylum,gt_class,gt_order,gt_family,gt_genus,gt_species,has_taxonomy,has_ground_truth
AM422481.1,SSU,751,1.0,Boreomysis arctica,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,,,Boreomysis,Boreomysis arctica,419502,Boreomysis arctica,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Mysidacea;Mysida;Mysidae;Boreomysinae;Boreomysis;Boreomysis arctica,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,,,Boreomysis,Boreomysis arctica,True,True
AM422480.1,SSU,988,1.0,Echinoderes komatsui,known_species,100.0,Eukaryota,Opisthokonta,,,,,Echinoderes,Echinoderes komatsui,419501,Hansenomysis fyllae,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Mysidacea;Mysida;Pentalophthalmidae;Hansenomysis;Hansenomysis fyllae,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,,,Hansenomysis,Hansenomysis fyllae,True,True
AM422478.1,SSU,1830,1.0,Thetispelecaris remex,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,,,Thetispelecaris,Thetispelecaris remex,419499,Stygiomysis cokei,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Mysidacea;Mysida;Stygiomysidae;Stygiomysis;Stygiomysis cokei,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,,,Stygiomysis,Stygiomysis cokei,True,True
AM422477.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,419498,Stygiomysis aemete,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Mysidacea;Mysida;Stygiomysidae;Stygiomysis;Stygiomysis aemete,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,,,Stygiomysis,Stygiomysis aemete,True,True
AM422476.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,419538,Lophogaster typicus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Mysidacea;Lophogastrida;Lophogastridae;Lophogaster;Lophogaster typicus,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,,,Lophogaster,Lophogaster typicus,True,True
AM422474.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,314074,Gnathophausia zoea,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Mysidacea;Lophogastrida;Lophogastridae;Gnathophausia;Gnathophausia zoea,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,,,Gnathophausia,Gnathophausia zoea,True,True
AM498757.1,SSU,660,0.89116085,Crouania mucosa,known_species,100.0,Eukaryota,,Rhodophyta,Florideophyceae,,,Crouania,Crouania mucosa,34121,Ernodesmis verticillata,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Ulvophyceae;TCBD clade;Cladophorales;Valoniaceae;Ernodesmis;Ernodesmis verticillata,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,,,Ernodesmis,Ernodesmis verticillata,True,True
AY611065.1,SSU,1277,0.7304445,Zoothamnium bucciniiformum,known_species,100.0,Eukaryota,,Sar,Intramacronucleata,,,Zoothamnium,Zoothamnium bucciniiformum,455295,Telotrochidium matiense,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peritrichia;Sessilida;Opisthonectidae;Telotrochidium;Telotrochidium matiense,Eukaryota,,Sar,Intramacronucleata,,,Telotrochidium,Telotrochidium matiense,True,True
D14163.1,SSU,888,1.0,Protozoophaga obesa,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Protozoophaga,Protozoophaga obesa,34349,Mixia osmundae,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Mixiomycetes;Mixiales;Mixiaceae;Mixia;Mixia osmundae,Eukaryota,Opisthokonta,Basidiomycota,,,,Mixia,Mixia osmundae,True,True
AY032608.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,159297,Chytridium polysiphoniae,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytridiaceae;Chytridium;Chytridium polysiphoniae,Eukaryota,Opisthokonta,,,,,Chytridium,Chytridium polysiphoniae,True,True
AB268097.1,SSU,1954,1.0,Apteria aphylla,known_species,100.0,Eukaryota,Viridiplantae,Streptophyta,,,,Apteria,Apteria aphylla,124827,Endospermum moluccanum,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Crotonoideae;Adenoclineae;Endospermum;Endospermum moluccanum,Eukaryota,Viridiplantae,Streptophyta,,,,Endospermum,Endospermum moluccanum,True,True
AB268083.1,SSU,715,1.0,Goeppertia loeseneri,known_species,100.0,Eukaryota,Viridiplantae,Streptophyta,,,,Goeppertia,Goeppertia loeseneri,316617,Philyra brasiliensis,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Adelieae;Philyra;Philyra brasiliensis,Eukaryota,Viridiplantae,Streptophyta,,,,Philyra,Philyra brasiliensis,True,True
AM269897.1,SSU,955,1.0,Dactylopodola typhle,known_species,100.0,Eukaryota,Opisthokonta,,,,,Dactylopodola,Dactylopodola typhle,189296,Paratrichodorus minor,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Enoplia;Triplonchida;Diphtherophorina;Trichodoroidea;Trichodoridae;Paratrichodorus;Paratrichodorus minor,Eukaryota,Opisthokonta,Nematoda,,,,Paratrichodorus,Paratrichodorus minor,True,True
AM269896.1,SSU,693,1.0,Madanidinium loirii,known_species,100.0,Eukaryota,,Sar,,,,Madanidinium,Madanidinium loirii,190392,Paratrichodorus teres,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Enoplia;Triplonchida;Diphtherophorina;Trichodoroidea;Trichodoridae;Paratrichodorus;Paratrichodorus teres,Eukaryota,Opisthokonta,Nematoda,,,,Paratrichodorus,Paratrichodorus teres,True,True
AB178868.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,135473,Haliphthoros milfordensis,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporomycetes;Pythiales;Haliphthoraceae;Haliphthoros;Haliphthoros milfordensis,Eukaryota,,Sar,,,,Haliphthoros,Haliphthoros milfordensis,True,True
DQ211597.1,SSU,380,0.76985794,Saccharomyces cerevisiae,known_species,100.0,,,,,,,Saccharomyces,Saccharomyces cerevisiae,352462,Cercomonas metabolicus,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas metabolicus,Eukaryota,,Sar,,,,Cercomonas,Cercomonas metabolicus,True,True
DQ211591.1,SSU,1913,1.0,Thaumatomonas coloniensis,known_species,100.0,Eukaryota,,Sar,,,,Thaumatomonas,Thaumatomonas coloniensis,352461,Thaumatomonas coloniensis,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Thaumatomastigidae;Thaumatomonas;Thaumatomonas coloniensis,Eukaryota,,Sar,,,,Thaumatomonas,Thaumatomonas coloniensis,True,True
DQ241815.1,SSU,275,1.0,Smittium morbosum,known_species,100.0,Eukaryota,Opisthokonta,,,,,Smittium,Smittium morbosum,5825,Plasmodium chabaudi,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Vinckeia);Plasmodium chabaudi,Eukaryota,,Sar,,,,Plasmodium,Plasmodium chabaudi,True,True
EF198669.1,SSU,1424,1.0,Uronychia sinica,known_species,100.0,Eukaryota,,Sar,Intramacronucleata,Euplotida,,Uronychia,Uronychia sinica,438879,Uronychia setigera,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia;Euplotida;Uronychiidae;Uronychia;Uronychia setigera,Eukaryota,,Sar,Intramacronucleata,Euplotida,,Uronychia,Uronychia setigera,True,True
AB220202.1,SSU,1489,1.0,Arthrinium puccinioides,known_species,100.0,Eukaryota,Opisthokonta,Ascomycota,Sordariomycetes,,,Arthrinium,Arthrinium puccinioides,335850,Arthrinium puccinioides,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Xylariomycetidae;Amphisphaeriales;Apiosporaceae;Arthrinium;Arthrinium puccinioides,Eukaryota,Opisthokonta,Ascomycota,Sordariomycetes,,,Arthrinium,Arthrinium puccinioides,True,True
AB220188.1,SSU,1489,1.0,Arthrinium puccinioides,known_species,100.0,Eukaryota,Opisthokonta,Ascomycota,Sordariomycetes,,,Arthrinium,Arthrinium puccinioides,166626,Apiospora sacchari,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Xylariomycetidae;Amphisphaeriales;Apiosporaceae;Apiospora;Apiospora sacchari,Eukaryota,Opisthokonta,Ascomycota,Sordariomycetes,,,Apiospora,Apiospora sacchari,True,True
AB263123.1,SSU,1488,1.0,Gracilaria caudata,known_species,100.0,Eukaryota,,Rhodophyta,Florideophyceae,,,Gracilaria,Gracilaria caudata,391066,Dysnectes brevis,cellular organisms;Eukaryota;Metamonada;Fornicata;Carpediemonas-like organisms;Dysnectes;Dysnectes brevis,Eukaryota,Metamonada,,,,,Dysnectes,Dysnectes brevis,True,True
DQ317538.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,363326,Blastodinium navicula,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Blastodiniales;Blastodinium;Blastodinium navicula,Eukaryota,,Sar,,,,Blastodinium,Blastodinium navicula,True,True
DQ317536.1,SSU,573,1.0,Blastodinium contortum,known_species,100.0,Eukaryota,,Sar,,,,Blastodinium,Blastodinium contortum,363325,Blastodinium contortum,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Blastodiniales;Blastodinium;Blastodinium contortum,Eukaryota,,Sar,,,,Blastodinium,Blastodinium contortum,True,True
AM396369.1,SSU,13,1.0,Smittium mucronatum,known_species,100.0,Eukaryota,Opisthokonta,,,,,Smittium,Smittium mucronatum,400141,Cryptomonas loricata,cellular organisms;Eukaryota;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;Cryptomonas loricata,Eukaryota,Cryptophyceae,,,,,Cryptomonas,Cryptomonas loricata,True,True
AY963693.1,SSU,440,1.0,Astrobunus grallator,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Astrobunus,Astrobunus grallator,326731,Turbanella lutheri,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Gastrotricha;Macrodasyida;Turbanellidae;Turbanella;Turbanella lutheri,Eukaryota,Opisthokonta,,,,,Turbanella,Turbanella lutheri,True,True
AM159579.1,SSU,640,1.0,Pholas dactylus,known_species,100.0,,,,,,,Pholas,Pholas dactylus,359166,Nereis sandersi,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Errantia;Phyllodocida;Nereididae;Nereis;Nereis sandersi,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Nereis,Nereis sandersi,True,True
AM159578.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,53615,Amphisamytha galapagensis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Ampharetidae;Amphisamytha;Amphisamytha galapagensis,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Amphisamytha,Amphisamytha galapagensis,True,True
AM159576.1,SSU,2097,1.0,Hymeraphia stellifera,known_species,100.0,Eukaryota,Opisthokonta,Porifera,,,,Hymeraphia,Hymeraphia stellifera,357345,Nautalvinella pandorae,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Alvinellidae;Nautalvinella;Nautalvinella pandorae,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Nautalvinella,Nautalvinella pandorae,True,True
AM159575.1,SSU,726,0.7687004,Isolda pulchella,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Isolda,Isolda pulchella,61270,Paralvinella grasslei,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Alvinellidae;Paralvinella;Paralvinella grasslei,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Paralvinella,Paralvinella grasslei,True,True
AM159573.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,6376,Alvinella pompejana,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Alvinellidae;Alvinella;Alvinella pompejana,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Alvinella,Alvinella pompejana,True,True
DQ413052.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,337950,Oedogonium brevicingulatum,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;OCC clade;Oedogoniales;Oedogoniaceae;Oedogonium;Oedogonium brevicingulatum,Eukaryota,Viridiplantae,Chlorophyta,,,,Oedogonium,Oedogonium brevicingulatum,True,True
DQ297390.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,2705332,Babesia vogeli,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Babesiidae;Babesia;Babesia vogeli,Eukaryota,,Sar,,,,Babesia,Babesia vogeli,True,True
AY859642.1,SSU,723,1.0,Caecella horsfieldi,known_species,100.0,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,,Caecella,Caecella horsfieldi,307038,Narcine brasiliensis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Batoidea;Torpediniformes;Narcinidae;Narcine;Narcine brasiliensis,Eukaryota,Opisthokonta,Chordata,,,,Narcine,Narcine brasiliensis,True,True
DQ166209.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,,,,,,,,,,,,,False
DQ166208.1,SSU,1679,1.0,Kirchneriella obesa,known_species,100.0,Eukaryota,Viridiplantae,Chlorophyta,,,,Kirchneriella,Kirchneriella obesa,185948,Peridinium gatunense,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;Peridinium gatunense,Eukaryota,,Sar,,,,Peridinium,Peridinium gatunense,True,True
U13937.2,SSU,1717,0.83269227,Teratorhabditis stiannula,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Teratorhabditis,Teratorhabditis stiannula,35563,Teratorhabditis palmarum,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Rhabditoidea;Rhabditidae;Mesorhabditinae;Teratorhabditis;Teratorhabditis palmarum,Eukaryota,Opisthokonta,Nematoda,,,,Teratorhabditis,Teratorhabditis palmarum,True,True
EF527426.1,SSU,1050,1.0,Draconema japonicum,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Draconema,Draconema japonicum,437491,Spirinia elongata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Desmodorida;Desmodorina;Desmodoroidea;Desmodoridae;Spiriniinae;Perspiria;Perspiria elongata,Eukaryota,Opisthokonta,Nematoda,,,,Perspiria,Spirinia elongata,True,True
AM412768.1,SSU,1388,1.0,Goussia szekelyi,known_species,100.0,Eukaryota,,Sar,,,,Goussia,Goussia szekelyi,5947,Oxytricha granulifera,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Sporadotrichida;Oxytrichidae;Oxytrichinae;Oxytricha;Oxytricha granulifera,Eukaryota,,Sar,Intramacronucleata,,,Oxytricha,Oxytricha granulifera,True,True
AM412765.1,SSU,963,0.53328884,Durinskia kwazulunatalensis,known_species,100.0,Eukaryota,,Sar,,,,Durinskia,Durinskia kwazulunatalensis,414910,Hemicycliostyla franzi,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Urostylida;Hemicycliostylidae;Hemicycliostyla;Hemicycliostyla franzi,Eukaryota,,Sar,Intramacronucleata,Urostylida,,Hemicycliostyla,Hemicycliostyla franzi,True,True
DQ412640.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,5728,Pentatrichomonas hominis,cellular organisms;Eukaryota;Metamonada;Parabasalia;Trichomonadida;Trichomonadidae;Pentatrichomonas;Pentatrichomonas hominis,Eukaryota,Metamonada,,,,,Pentatrichomonas,Pentatrichomonas hominis,True,True
DQ229959.1,SSU,346,1.0,Entamoeba coli,known_species,100.0,Eukaryota,,Amoebozoa,,,,Entamoeba,Entamoeba coli,180227,Paramoeba aestuarina,cellular organisms;Eukaryota;Amoebozoa;Discosea;Flabellinia;Dactylopodida;Paramoebidae;Paramoeba;Paramoeba aestuarina,Eukaryota,,Amoebozoa,,,,Paramoeba,Paramoeba aestuarina,True,True
DQ229956.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,354202,Vermistella antarctica,cellular organisms;Eukaryota;Amoebozoa;Discosea;Stygamoebida;Vermistella;Vermistella antarctica,Eukaryota,,Amoebozoa,,,,Vermistella,Vermistella antarctica,True,True
DQ229954.1,SSU,137,1.0,Platyamoeba contorta,known_species,100.0,,,,,,,Platyamoeba,Platyamoeba contorta,,,,,,,,,,,,,False
DQ229953.1,SSU,137,1.0,Platyamoeba contorta,known_species,100.0,,,,,,,Platyamoeba,Platyamoeba contorta,354200,Platyamoeba contorta,cellular organisms;Eukaryota;Amoebozoa;Discosea;Flabellinia;Vannellidae;Platyamoeba;Platyamoeba contorta,Eukaryota,,Amoebozoa,,,,Platyamoeba,Platyamoeba contorta,True,True
AB252658.1,SSU,404,0.84179753,Mycale macilenta,known_species,100.0,Eukaryota,Opisthokonta,Porifera,,,,Mycale,Mycale macilenta,116065,Choristocarpus tenellus,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Phaeophyceae;Sphacelariales;Choristocarpaceae;Choristocarpus;Choristocarpus tenellus,Eukaryota,,Sar,,,,Choristocarpus,Choristocarpus tenellus,True,True
AB252657.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,376270,Discosporangium mesarthrocarpum,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Phaeophyceae;Sphacelariales;Discosporangiaceae;Discosporangium;Discosporangium mesarthrocarpum,Eukaryota,,Sar,,,,Discosporangium,Discosporangium mesarthrocarpum,True,True
AB197940.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,,,,,,,,,,,,,False
AB101517.1,SSU,1717,1.0,Teratorhabditis stiannula,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Teratorhabditis,Teratorhabditis stiannula,436124,Hafniomonas laevis,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Dunaliellaceae;Hafniomonas;Hafniomonas laevis,Eukaryota,Viridiplantae,Chlorophyta,,,,Hafniomonas,Hafniomonas laevis,True,True
AB088328.1,SSU,2124,1.0,Alexandrium tamarense,known_species,100.0,,,,,,,Alexandrium,Alexandrium tamarense,,,,,,,,,,,,,False
AB088314.1,SSU,197,1.0,Alexandrium tamarense,known_species,100.0,,,,,,,Alexandrium,Alexandrium tamarense,,,,,,,,,,,,,False
AB088306.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,,,,,,,,,,,,,False
AB088304.1,SSU,2124,1.0,Alexandrium tamarense,known_species,100.0,,,,,,,Alexandrium,Alexandrium tamarense,,,,,,,,,,,,,False
AB088297.1,SSU,197,1.0,Alexandrium tamarense,known_species,100.0,,,,,,,Alexandrium,Alexandrium tamarense,,,,,,,,,,,,,False
AB088294.1,SSU,197,0.66715217,Alexandrium tamarense,known_species,100.0,,,,,,,Alexandrium,Alexandrium tamarense,,,,,,,,,,,,,False
AB088291.1,SSU,2124,0.73909974,Alexandrium tamarense,known_species,100.0,,,,,,,Alexandrium,Alexandrium tamarense,,,,,,,,,,,,,False
AB088290.1,SSU,706,1.0,Ataxiodinium choane,known_species,100.0,Eukaryota,,Sar,,,,Ataxiodinium,Ataxiodinium choane,2666306,Alexandrium fraterculus,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium fraterculus,Eukaryota,,Sar,,,,Alexandrium,Alexandrium fraterculus,True,True
AB088282.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,39453,Alexandrium affine,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium affine,Eukaryota,,Sar,,,,Alexandrium,Alexandrium affine,True,True
AB088280.1,SSU,2146,1.0,Alexandrium catenella,known_species,100.0,Eukaryota,,Sar,,,,Alexandrium,Alexandrium catenella,2925,Alexandrium catenella,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium catenella,Eukaryota,,Sar,,,,Alexandrium,Alexandrium catenella,True,True
AM295495.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,397339,Chattonidium setense,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Heterotrichida;Chattonidiidae;Chattonidium;Chattonidium setense,Eukaryota,,Sar,,,,Chattonidium,Chattonidium setense,True,True
DQ927316.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,412830,Dasychalina fragilis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Haplosclerida;Niphatidae;Dasychalina;Dasychalina fragilis,Eukaryota,Opisthokonta,Porifera,,,,Dasychalina,Dasychalina fragilis,True,True
DQ927315.1,SSU,933,0.68946683,Brachylecithum lobatum,known_species,100.0,Eukaryota,Opisthokonta,Platyhelminthes,Trematoda,,,Brachylecithum,Brachylecithum lobatum,281038,Haliclona fascigera,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Haplosclerida;Chalinidae;Haliclona;Haliclona fascigera,Eukaryota,Opisthokonta,Porifera,,,,Haliclona,Haliclona fascigera,True,True
DQ927306.1,SSU,889,1.0,Cimex lectularius,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Cimex,Cimex lectularius,178541,Haliclona cinerea,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Haplosclerida;Chalinidae;Haliclona;Haliclona cinerea,Eukaryota,Opisthokonta,Porifera,,,,Haliclona,Haliclona cinerea,True,True
DQ371295.1,SSU,2038,1.0,Pheopolykrikos beauchampii,known_species,100.0,,,,,,,Pheopolykrikos,Pheopolykrikos beauchampii,,,,,,,,,,,,,False
DQ371294.1,SSU,2038,1.0,Pheopolykrikos beauchampii,known_species,100.0,,,,,,,Pheopolykrikos,Pheopolykrikos beauchampii,370574,Pheopolykrikos beauchampii,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Pheopolykrikos;Pheopolykrikos beauchampii,Eukaryota,,Sar,,,,Pheopolykrikos,Pheopolykrikos beauchampii,True,True
DQ371293.1,SSU,959,0.71196544,Hemidinium nasutum,known_species,100.0,Eukaryota,,Sar,,,,Hemidinium,Hemidinium nasutum,370573,Polykrikos lebourae,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Polykrikos;Polykrikos lebourae,Eukaryota,,Sar,,,,Polykrikos,Polykrikos lebourae,True,True
DQ458793.1,SSU,2130,1.0,Globba curtisii,known_species,100.0,Eukaryota,Viridiplantae,Streptophyta,,,,Globba,Globba curtisii,380133,Haplosporidium edule,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Ascetosporea;Haplosporida;Haplosporidiidae;Haplosporidium;Haplosporidium edule,Eukaryota,,Sar,,,,Haplosporidium,Haplosporidium edule,True,True
DQ219484.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,349906,Haplosporidium montforti,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Ascetosporea;Haplosporida;Haplosporidiidae;Haplosporidium;Haplosporidium montforti,Eukaryota,,Sar,,,,Haplosporidium,Haplosporidium montforti,True,True
EF456753.1,SSU,1351,1.0,Pseudostaurastrum limneticum,known_species,100.0,Eukaryota,,Sar,,,,Pseudostaurastrum,Pseudostaurastrum limneticum,432297,Euglypha penardi,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Euglyphidae;Euglypha;Euglypha penardi,Eukaryota,,Sar,,,,Euglypha,Euglypha penardi,True,True
